trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,polygon.started,grating.started,key_resp.started,grating.stopped,trials.response,key_resp.corr,key_reso.corr,polygon.stopped,participant,session,date,expName,psychopyVersion,frameRate,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,73,72,up,0.005,db,0.05098823800223578,0.0012403999999150983,232.49305520000007,233.51320559999976,233.51320559999976,233.81366929999967,1,1,0,233.4964845999998,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,74,73,up,0.005,db,0.05098823800223578,0.0012787000000571425,234.82774569999992,235.84668539999984,235.84668539999984,236.14651839999988,1,1,1,235.8297889999999,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,75,74,up,0.005,db,0.05098823800223578,0.0014700000001539593,237.26294899999994,238.2801918,238.2801918,238.58015690000002,0,0,1,238.2633192999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,76,75,up,0.005,db,0.05101759764099385,0.0014615000000048894,239.7440406999999,240.76340549999986,240.76340549999986,241.0635256999999,0,0,,240.7466690000001,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,77,76,up,0.005,db,0.051046974185383925,0.0012257999997018487,242.1455388999998,243.16353720000006,243.16353720000006,243.46351719999984,0,0,,243.14660709999998,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,78,77,up,0.005,db,0.051076367645140466,0.0014583000001948676,244.52715639999997,245.54701209999985,245.54701209999985,245.84678989999975,0,0,0,245.52999409999984,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,79,78,up,0.005,db,0.05110577803000354,0.0012704000000667293,246.96806239999978,247.9800037,247.9800037,248.2798531999997,0,0,,247.9800037,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,80,79,up,0.005,db,0.051135205349718826,0.0007500000001527951,249.32626949999985,250.34701670000004,250.34701670000004,250.64662670000007,0,0,,250.33035579999978,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,81,80,up,0.005,db,0.051164649614037626,0.0007834000002731045,251.62428610000006,252.63047340000003,252.63047340000003,,0,0,0,252.63047340000003,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,82,81,up,0.005,db,0.051194110832716834,0.0015032999999675667,253.74609689999988,254.76391609999973,254.76391609999973,255.0639317,1,1,0,254.7471201999997,583307,001,2022-09-09_10h43.02.303,STAIRCASE,2022.2.2,60.04141656910351,
